id,city,country,region,latitude,longitude,short_description,annual_avg_c,warmest_monthly_avg_c,coldest_monthly_avg_c,seasonal_range_c,climate_profile,seasonal_variation,warm_months_tag,cool_months_tag,cold_months_tag,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,experience_tags,weather_text,final_document
c0ddb6a7-e9b0-480f-8e05-54b316638198,Paramaribo,Suriname,south_america,5.82417645,-55.16628131,"Lush greenery, colonial architecture, and vibrant street markets create a lively atmosphere where tropical warmth meets cultural diversity.",26.9,28.1,26.1,2.0,consistently warm to hot climate,little seasonal variation,"January, February, March, April, May, June",,,Budget,4,3,4,2,3,4,3,3,3,"culture, nature, cuisine","This destination has a consistently warm to hot climate with little seasonal variation. The annual average temperature is 26.9°C, with monthly averages ranging from 26.1°C to 28.1°C. January is warm with an average temperature of 26.1°C, highs around 30.2°C and lows around 23.1°C February is warm with an average temperature of 26.4°C, highs around 30.4°C and lows around 23.3°C March is warm with an average temperature of 26.8°C, highs around 31.0°C and lows around 23.6°C April is warm with an average temperature of 26.7°C, highs around 30.8°C and lows around 23.7°C May is warm with an average temperature of 26.5°C, highs around 30.7°C and lows around 23.7°C June is warm with an average temperature of 26.5°C, highs around 31.6°C and lows around 23.2°C July is warm with an average temperature of 26.8°C, highs around 32.3°C and lows around 23.2°C August is warm with an average temperature of 27.1°C, highs around 32.7°C and lows around 23.5°C September is hot with an average temperature of 28.1°C, highs around 33.8°C and lows around 24.1°C October is hot with an average temperature of 28.1°C, highs around 33.7°C and lows around 24.4°C November is warm with an average temperature of 27.3°C, highs around 32.5°C and lows around 23.8°C December is warm with an average temperature of 26.5°C, highs around 30.7°C and lows around 23.3°C","Paramaribo is a travel destination in Suriname. It is located in the south_america region. Lush greenery, colonial architecture, and vibrant street markets create a lively atmosphere where tropical warmth meets cultural diversity. It is especially associated with culture, nature, cuisine. This destination has a consistently warm to hot climate with little seasonal variation. The annual average temperature is 26.9°C, with monthly averages ranging from 26.1°C to 28.1°C. January is warm with an average temperature of 26.1°C, highs around 30.2°C and lows around 23.1°C February is warm with an average temperature of 26.4°C, highs around 30.4°C and lows around 23.3°C March is warm with an average temperature of 26.8°C, highs around 31.0°C and lows around 23.6°C April is warm with an average temperature of 26.7°C, highs around 30.8°C and lows around 23.7°C May is warm with an average temperature of 26.5°C, highs around 30.7°C and lows around 23.7°C June is warm with an average temperature of 26.5°C, highs around 31.6°C and lows around 23.2°C July is warm with an average temperature of 26.8°C, highs around 32.3°C and lows around 23.2°C August is warm with an average temperature of 27.1°C, highs around 32.7°C and lows around 23.5°C September is hot with an average temperature of 28.1°C, highs around 33.8°C and lows around 24.1°C October is hot with an average temperature of 28.1°C, highs around 33.7°C and lows around 24.4°C November is warm with an average temperature of 27.3°C, highs around 32.5°C and lows around 23.8°C December is warm with an average temperature of 26.5°C, highs around 30.7°C and lows around 23.3°C"
5c528d71-fa3e-40c1-b8ac-0cc2724db702,Kotor,Montenegro,europe,42.4249205,18.7713332,"Winding cobblestone streets and ancient stone walls create a charming, timeless atmosphere, inviting you to explore hidden corners and scenic views.",16.1,25.7,7.6,18.1,generally mild to warm climate,strong seasonal variation,"June, July, August","February, March, April, November, December",January,Mid-range,4,3,4,3,2,3,3,2,4,"culture, nature, seclusion","This destination has a generally mild to warm climate with strong seasonal variation. The annual average temperature is 16.1°C, with monthly averages ranging from 7.6°C to 25.7°C. January is very cold with an average temperature of 7.6°C, highs around 12.6°C and lows around 2.6°C February is cool with an average temperature of 8.8°C, highs around 14.2°C and lows around 3.6°C March is cool with an average temperature of 11.2°C, highs around 16.5°C and lows around 6.0°C April is cool with an average temperature of 13.7°C, highs around 19.0°C and lows around 7.6°C May is mild with an average temperature of 17.5°C, highs around 22.4°C and lows around 11.6°C June is warm with an average temperature of 23.1°C, highs around 28.5°C and lows around 16.3°C July is warm with an average temperature of 25.7°C, highs around 31.5°C and lows around 18.2°C August is warm with an average temperature of 25.5°C, highs around 31.2°C and lows around 19.3°C September is mild with an average temperature of 21.6°C, highs around 27.2°C and lows around 15.6°C October is mild with an average temperature of 16.5°C, highs around 22.6°C and lows around 11.1°C November is cool with an average temperature of 12.8°C, highs around 18.2°C and lows around 7.9°C December is cool with an average temperature of 9.7°C, highs around 14.5°C and lows around 5.3°C","Kotor is a travel destination in Montenegro. It is located in the europe region. Winding cobblestone streets and ancient stone walls create a charming, timeless atmosphere, inviting you to explore hidden corners and scenic views. It is especially associated with culture, nature, seclusion. This destination has a generally mild to warm climate with strong seasonal variation. The annual average temperature is 16.1°C, with monthly averages ranging from 7.6°C to 25.7°C. January is very cold with an average temperature of 7.6°C, highs around 12.6°C and lows around 2.6°C February is cool with an average temperature of 8.8°C, highs around 14.2°C and lows around 3.6°C March is cool with an average temperature of 11.2°C, highs around 16.5°C and lows around 6.0°C April is cool with an average temperature of 13.7°C, highs around 19.0°C and lows around 7.6°C May is mild with an average temperature of 17.5°C, highs around 22.4°C and lows around 11.6°C June is warm with an average temperature of 23.1°C, highs around 28.5°C and lows around 16.3°C July is warm with an average temperature of 25.7°C, highs around 31.5°C and lows around 18.2°C August is warm with an average temperature of 25.5°C, highs around 31.2°C and lows around 19.3°C September is mild with an average temperature of 21.6°C, highs around 27.2°C and lows around 15.6°C October is mild with an average temperature of 16.5°C, highs around 22.6°C and lows around 11.1°C November is cool with an average temperature of 12.8°C, highs around 18.2°C and lows around 7.9°C December is cool with an average temperature of 9.7°C, highs around 14.5°C and lows around 5.3°C"
007e1c9a-9bbf-4560-a8d5-4fb17176b300,Rabat,Morocco,africa,33.9851778,-6.8461433,"A city where historic medinas meet modern boulevards, offering a serene coastal vibe with the scent of sea air and spices.",17.6,23.2,12.1,11.1,generally mild to warm climate,moderate seasonal variation,"July, August","January, February, March, December",,Budget,4,2,3,3,3,4,3,4,3,"culture, cuisine, urban","This destination has a generally mild to warm climate with moderate seasonal variation. The annual average temperature is 17.6°C, with monthly averages ranging from 12.1°C to 23.2°C. January is cool with an average temperature of 12.1°C, highs around 18.2°C and lows around 6.2°C February is cool with an average temperature of 13.1°C, highs around 19.6°C and lows around 8.1°C March is cool with an average temperature of 14.2°C, highs around 19.9°C and lows around 8.8°C April is mild with an average temperature of 16.3°C, highs around 21.5°C and lows around 10.5°C May is mild with an average temperature of 18.7°C, highs around 24.0°C and lows around 12.8°C June is mild with an average temperature of 20.7°C, highs around 25.5°C and lows around 15.4°C July is warm with an average temperature of 22.7°C, highs around 27.2°C and lows around 18.3°C August is warm with an average temperature of 23.2°C, highs around 28.0°C and lows around 18.4°C September is mild with an average temperature of 21.5°C, highs around 26.7°C and lows around 16.5°C October is mild with an average temperature of 19.6°C, highs around 25.7°C and lows around 14.2°C November is mild with an average temperature of 15.6°C, highs around 21.6°C and lows around 10.3°C December is cool with an average temperature of 13.4°C, highs around 19.3°C and lows around 8.2°C","Rabat is a travel destination in Morocco. It is located in the africa region. A city where historic medinas meet modern boulevards, offering a serene coastal vibe with the scent of sea air and spices. It is especially associated with culture, cuisine, urban. This destination has a generally mild to warm climate with moderate seasonal variation. The annual average temperature is 17.6°C, with monthly averages ranging from 12.1°C to 23.2°C. January is cool with an average temperature of 12.1°C, highs around 18.2°C and lows around 6.2°C February is cool with an average temperature of 13.1°C, highs around 19.6°C and lows around 8.1°C March is cool with an average temperature of 14.2°C, highs around 19.9°C and lows around 8.8°C April is mild with an average temperature of 16.3°C, highs around 21.5°C and lows around 10.5°C May is mild with an average temperature of 18.7°C, highs around 24.0°C and lows around 12.8°C June is mild with an average temperature of 20.7°C, highs around 25.5°C and lows around 15.4°C July is warm with an average temperature of 22.7°C, highs around 27.2°C and lows around 18.3°C August is warm with an average temperature of 23.2°C, highs around 28.0°C and lows around 18.4°C September is mild with an average temperature of 21.5°C, highs around 26.7°C and lows around 16.5°C October is mild with an average temperature of 19.6°C, highs around 25.7°C and lows around 14.2°C November is mild with an average temperature of 15.6°C, highs around 21.6°C and lows around 10.3°C December is cool with an average temperature of 13.4°C, highs around 19.3°C and lows around 8.2°C"
34daf415-739f-45d7-a127-f47f0dcf63f9,Arequipa,Peru,south_america,-16.3988667,-71.5369607,Charming colonial architecture and vibrant plazas set against a backdrop of volcanic peaks create a captivating blend of history and natural beauty.,15.9,16.6,15.3,1.3,cool to mild climate,little seasonal variation,,,,Budget,4,3,4,1,3,4,3,3,3,"culture, nature, cuisine","This destination has a cool to mild climate with little seasonal variation. The annual average temperature is 15.9°C, with monthly averages ranging from 15.3°C to 16.6°C. January is mild with an average temperature of 15.6°C, highs around 20.0°C and lows around 10.9°C February is mild with an average temperature of 15.3°C, highs around 20.0°C and lows around 11.1°C March is mild with an average temperature of 15.4°C, highs around 19.6°C and lows around 10.6°C April is mild with an average temperature of 16.2°C, highs around 21.0°C and lows around 9.6°C May is mild with an average temperature of 16.2°C, highs around 21.7°C and lows around 9.0°C June is mild with an average temperature of 15.6°C, highs around 21.2°C and lows around 7.9°C July is mild with an average temperature of 15.4°C, highs around 21.2°C and lows around 8.0°C August is mild with an average temperature of 15.6°C, highs around 21.7°C and lows around 7.8°C September is mild with an average temperature of 16.5°C, highs around 22.0°C and lows around 9.0°C October is mild with an average temperature of 16.6°C, highs around 21.6°C and lows around 9.1°C November is mild with an average temperature of 16.3°C, highs around 21.4°C and lows around 9.4°C December is mild with an average temperature of 16.2°C, highs around 21.2°C and lows around 10.4°C","Arequipa is a travel destination in Peru. It is located in the south_america region. Charming colonial architecture and vibrant plazas set against a backdrop of volcanic peaks create a captivating blend of history and natural beauty. It is especially associated with culture, nature, cuisine. This destination has a cool to mild climate with little seasonal variation. The annual average temperature is 15.9°C, with monthly averages ranging from 15.3°C to 16.6°C. January is mild with an average temperature of 15.6°C, highs around 20.0°C and lows around 10.9°C February is mild with an average temperature of 15.3°C, highs around 20.0°C and lows around 11.1°C March is mild with an average temperature of 15.4°C, highs around 19.6°C and lows around 10.6°C April is mild with an average temperature of 16.2°C, highs around 21.0°C and lows around 9.6°C May is mild with an average temperature of 16.2°C, highs around 21.7°C and lows around 9.0°C June is mild with an average temperature of 15.6°C, highs around 21.2°C and lows around 7.9°C July is mild with an average temperature of 15.4°C, highs around 21.2°C and lows around 8.0°C August is mild with an average temperature of 15.6°C, highs around 21.7°C and lows around 7.8°C September is mild with an average temperature of 16.5°C, highs around 22.0°C and lows around 9.0°C October is mild with an average temperature of 16.6°C, highs around 21.6°C and lows around 9.1°C November is mild with an average temperature of 16.3°C, highs around 21.4°C and lows around 9.4°C December is mild with an average temperature of 16.2°C, highs around 21.2°C and lows around 10.4°C"
22724026-a52a-4591-ac15-5e3c1aad0bc6,Chiang Rai,Thailand,asia,19.7589517,99.6734592,"Quiet temples and vibrant markets blend with lush green landscapes, offering a serene yet culturally rich experience for the curious traveler.",25.3,28.4,20.5,7.9,consistently warm to hot climate,little seasonal variation,"February, March, April, May, June, July",,,Budget,4,3,4,1,2,4,3,2,4,"culture, nature, cuisine, seclusion","This destination has a consistently warm to hot climate with little seasonal variation. The annual average temperature is 25.3°C, with monthly averages ranging from 20.5°C to 28.4°C. January is mild with an average temperature of 20.5°C, highs around 28.3°C and lows around 14.5°C February is warm with an average temperature of 22.3°C, highs around 31.3°C and lows around 15.0°C March is warm with an average temperature of 25.5°C, highs around 34.5°C and lows around 18.1°C April is warm with an average temperature of 27.4°C, highs around 35.6°C and lows around 21.0°C May is hot with an average temperature of 28.4°C, highs around 35.1°C and lows around 23.5°C June is warm with an average temperature of 27.8°C, highs around 33.1°C and lows around 24.0°C July is warm with an average temperature of 27.3°C, highs around 32.2°C and lows around 23.8°C August is warm with an average temperature of 26.7°C, highs around 31.3°C and lows around 23.4°C September is warm with an average temperature of 26.7°C, highs around 31.8°C and lows around 23.0°C October is warm with an average temperature of 25.6°C, highs around 31.0°C and lows around 21.5°C November is warm with an average temperature of 23.8°C, highs around 30.3°C and lows around 18.7°C December is mild with an average temperature of 21.2°C, highs around 28.3°C and lows around 15.3°C","Chiang Rai is a travel destination in Thailand. It is located in the asia region. Quiet temples and vibrant markets blend with lush green landscapes, offering a serene yet culturally rich experience for the curious traveler. It is especially associated with culture, nature, cuisine, seclusion. This destination has a consistently warm to hot climate with little seasonal variation. The annual average temperature is 25.3°C, with monthly averages ranging from 20.5°C to 28.4°C. January is mild with an average temperature of 20.5°C, highs around 28.3°C and lows around 14.5°C February is warm with an average temperature of 22.3°C, highs around 31.3°C and lows around 15.0°C March is warm with an average temperature of 25.5°C, highs around 34.5°C and lows around 18.1°C April is warm with an average temperature of 27.4°C, highs around 35.6°C and lows around 21.0°C May is hot with an average temperature of 28.4°C, highs around 35.1°C and lows around 23.5°C June is warm with an average temperature of 27.8°C, highs around 33.1°C and lows around 24.0°C July is warm with an average temperature of 27.3°C, highs around 32.2°C and lows around 23.8°C August is warm with an average temperature of 26.7°C, highs around 31.3°C and lows around 23.4°C September is warm with an average temperature of 26.7°C, highs around 31.8°C and lows around 23.0°C October is warm with an average temperature of 25.6°C, highs around 31.0°C and lows around 21.5°C November is warm with an average temperature of 23.8°C, highs around 30.3°C and lows around 18.7°C December is mild with an average temperature of 21.2°C, highs around 28.3°C and lows around 15.3°C"
96591192-71e5-48cd-bc25-dfc40ad0a497,Maastricht,Netherlands,europe,50.85798545,5.6969881818221095,"Cobblestone streets and medieval architecture create a charming atmosphere, while lively squares and riverside paths invite leisurely exploration and relaxation.",11.4,19.2,3.7,15.5,cool to mild climate,moderate seasonal variation,,"April, May, October","January, February, March, November, December",Mid-range,4,2,3,1,3,4,3,3,3,"culture, cuisine","This destination has a cool to mild climate with moderate seasonal variation. The annual average temperature is 11.4°C, with monthly averages ranging from 3.7°C to 19.2°C. January is very cold with an average temperature of 3.7°C, highs around 6.0°C and lows around 1.0°C February is very cold with an average temperature of 5.1°C, highs around 8.4°C and lows around 1.7°C March is very cold with an average temperature of 7.0°C, highs around 11.4°C and lows around 3.0°C April is cool with an average temperature of 9.9°C, highs around 15.0°C and lows around 4.5°C May is cool with an average temperature of 14.1°C, highs around 19.5°C and lows around 8.6°C June is mild with an average temperature of 18.2°C, highs around 23.4°C and lows around 12.8°C July is mild with an average temperature of 19.2°C, highs around 24.5°C and lows around 13.8°C August is mild with an average temperature of 19.2°C, highs around 24.5°C and lows around 14.0°C September is mild with an average temperature of 15.8°C, highs around 21.0°C and lows around 10.9°C October is cool with an average temperature of 12.0°C, highs around 15.8°C and lows around 8.4°C November is very cold with an average temperature of 7.4°C, highs around 10.4°C and lows around 4.4°C December is very cold with an average temperature of 5.6°C, highs around 7.9°C and lows around 3.0°C","Maastricht is a travel destination in Netherlands. It is located in the europe region. Cobblestone streets and medieval architecture create a charming atmosphere, while lively squares and riverside paths invite leisurely exploration and relaxation. It is especially associated with culture, cuisine. This destination has a cool to mild climate with moderate seasonal variation. The annual average temperature is 11.4°C, with monthly averages ranging from 3.7°C to 19.2°C. January is very cold with an average temperature of 3.7°C, highs around 6.0°C and lows around 1.0°C February is very cold with an average temperature of 5.1°C, highs around 8.4°C and lows around 1.7°C March is very cold with an average temperature of 7.0°C, highs around 11.4°C and lows around 3.0°C April is cool with an average temperature of 9.9°C, highs around 15.0°C and lows around 4.5°C May is cool with an average temperature of 14.1°C, highs around 19.5°C and lows around 8.6°C June is mild with an average temperature of 18.2°C, highs around 23.4°C and lows around 12.8°C July is mild with an average temperature of 19.2°C, highs around 24.5°C and lows around 13.8°C August is mild with an average temperature of 19.2°C, highs around 24.5°C and lows around 14.0°C September is mild with an average temperature of 15.8°C, highs around 21.0°C and lows around 10.9°C October is cool with an average temperature of 12.0°C, highs around 15.8°C and lows around 8.4°C November is very cold with an average temperature of 7.4°C, highs around 10.4°C and lows around 4.4°C December is very cold with an average temperature of 5.6°C, highs around 7.9°C and lows around 3.0°C"
8e9cdd1b-520b-4d7c-84d6-ce390886a60d,Christchurch,New Zealand,oceania,-43.530955,172.6364343,"A city reborn with innovative architecture and lush gardens, offering a mix of urban charm and stunning natural landscapes.",12.0,17.2,6.6,10.6,cool to mild climate,moderate seasonal variation,,"April, May, September, October, November","June, July, August",Mid-range,3,4,4,3,3,3,3,3,3,"adventure, nature","This destination has a cool to mild climate with moderate seasonal variation. The annual average temperature is 12.0°C, with monthly averages ranging from 6.6°C to 17.2°C. January is mild with an average temperature of 17.2°C, highs around 22.0°C and lows around 12.3°C February is mild with an average temperature of 17.0°C, highs around 22.5°C and lows around 12.2°C March is mild with an average temperature of 15.0°C, highs around 19.9°C and lows around 10.3°C April is cool with an average temperature of 12.3°C, highs around 17.8°C and lows around 7.0°C May is cool with an average temperature of 9.7°C, highs around 15.0°C and lows around 4.5°C June is very cold with an average temperature of 7.4°C, highs around 12.1°C and lows around 3.1°C July is very cold with an average temperature of 6.6°C, highs around 11.5°C and lows around 2.0°C August is very cold with an average temperature of 7.4°C, highs around 12.7°C and lows around 2.4°C September is cool with an average temperature of 9.6°C, highs around 15.4°C and lows around 3.7°C October is cool with an average temperature of 11.6°C, highs around 17.0°C and lows around 6.3°C November is cool with an average temperature of 13.9°C, highs around 19.0°C and lows around 8.9°C December is mild with an average temperature of 16.0°C, highs around 20.6°C and lows around 11.1°C","Christchurch is a travel destination in New Zealand. It is located in the oceania region. A city reborn with innovative architecture and lush gardens, offering a mix of urban charm and stunning natural landscapes. It is especially associated with adventure, nature. This destination has a cool to mild climate with moderate seasonal variation. The annual average temperature is 12.0°C, with monthly averages ranging from 6.6°C to 17.2°C. January is mild with an average temperature of 17.2°C, highs around 22.0°C and lows around 12.3°C February is mild with an average temperature of 17.0°C, highs around 22.5°C and lows around 12.2°C March is mild with an average temperature of 15.0°C, highs around 19.9°C and lows around 10.3°C April is cool with an average temperature of 12.3°C, highs around 17.8°C and lows around 7.0°C May is cool with an average temperature of 9.7°C, highs around 15.0°C and lows around 4.5°C June is very cold with an average temperature of 7.4°C, highs around 12.1°C and lows around 3.1°C July is very cold with an average temperature of 6.6°C, highs around 11.5°C and lows around 2.0°C August is very cold with an average temperature of 7.4°C, highs around 12.7°C and lows around 2.4°C September is cool with an average temperature of 9.6°C, highs around 15.4°C and lows around 3.7°C October is cool with an average temperature of 11.6°C, highs around 17.0°C and lows around 6.3°C November is cool with an average temperature of 13.9°C, highs around 19.0°C and lows around 8.9°C December is mild with an average temperature of 16.0°C, highs around 20.6°C and lows around 11.1°C"
4050b3a8-bc31-4a00-a0bc-74ec708a8022,Gotland,Sweden,europe,57.4174802,18.536957927499856,"Charming cobblestone streets, medieval ruins, and serene coastal landscapes offer a peaceful escape with a touch of historical intrigue and natural beauty.",8.6,17.4,1.3,16.1,cool to mild climate,moderate seasonal variation,,"May, September, October","January, February, March, April, November, December",Mid-range,4,3,4,4,3,3,3,2,4,"culture, nature, beaches, seclusion","This destination has a cool to mild climate with moderate seasonal variation. The annual average temperature is 8.6°C, with monthly averages ranging from 1.3°C to 17.4°C. January is very cold with an average temperature of 1.4°C, highs around 3.0°C and lows around -0.5°C February is very cold with an average temperature of 1.3°C, highs around 3.2°C and lows around -0.8°C March is very cold with an average temperature of 2.2°C, highs around 5.6°C and lows around -1.1°C April is very cold with an average temperature of 5.3°C, highs around 9.1°C and lows around 1.6°C May is cool with an average temperature of 10.4°C, highs around 14.7°C and lows around 5.4°C June is mild with an average temperature of 15.5°C, highs around 19.8°C and lows around 10.9°C July is mild with an average temperature of 17.4°C, highs around 20.9°C and lows around 13.4°C August is mild with an average temperature of 17.3°C, highs around 20.9°C and lows around 13.5°C September is cool with an average temperature of 14.0°C, highs around 17.1°C and lows around 10.7°C October is cool with an average temperature of 9.3°C, highs around 11.5°C and lows around 6.8°C November is very cold with an average temperature of 5.9°C, highs around 7.3°C and lows around 4.0°C December is very cold with an average temperature of 3.2°C, highs around 4.6°C and lows around 1.4°C","Gotland is a travel destination in Sweden. It is located in the europe region. Charming cobblestone streets, medieval ruins, and serene coastal landscapes offer a peaceful escape with a touch of historical intrigue and natural beauty. It is especially associated with culture, nature, beaches, seclusion. This destination has a cool to mild climate with moderate seasonal variation. The annual average temperature is 8.6°C, with monthly averages ranging from 1.3°C to 17.4°C. January is very cold with an average temperature of 1.4°C, highs around 3.0°C and lows around -0.5°C February is very cold with an average temperature of 1.3°C, highs around 3.2°C and lows around -0.8°C March is very cold with an average temperature of 2.2°C, highs around 5.6°C and lows around -1.1°C April is very cold with an average temperature of 5.3°C, highs around 9.1°C and lows around 1.6°C May is cool with an average temperature of 10.4°C, highs around 14.7°C and lows around 5.4°C June is mild with an average temperature of 15.5°C, highs around 19.8°C and lows around 10.9°C July is mild with an average temperature of 17.4°C, highs around 20.9°C and lows around 13.4°C August is mild with an average temperature of 17.3°C, highs around 20.9°C and lows around 13.5°C September is cool with an average temperature of 14.0°C, highs around 17.1°C and lows around 10.7°C October is cool with an average temperature of 9.3°C, highs around 11.5°C and lows around 6.8°C November is very cold with an average temperature of 5.9°C, highs around 7.3°C and lows around 4.0°C December is very cold with an average temperature of 3.2°C, highs around 4.6°C and lows around 1.4°C"
51573d8c-89d4-469e-b1a6-5be6a389b9d9,St Ives,United Kingdom,europe,50.2149064,-5.4795083,"Charming cobblestone streets wind through art galleries and quaint shops, with the salty sea breeze adding a refreshing touch to your stroll.",11.5,16.3,7.4,8.9,cool to mild climate,moderate seasonal variation,,"March, April, May, June, September, October","January, February",Mid-range,4,3,4,5,3,3,3,2,4,"culture, nature, beaches, seclusion","This destination has a cool to mild climate with moderate seasonal variation. The annual average temperature is 11.5°C, with monthly averages ranging from 7.4°C to 16.3°C. January is very cold with an average temperature of 7.4°C, highs around 9.4°C and lows around 5.2°C February is very cold with an average temperature of 7.6°C, highs around 9.6°C and lows around 5.4°C March is cool with an average temperature of 8.0°C, highs around 10.5°C and lows around 5.7°C April is cool with an average temperature of 9.6°C, highs around 12.7°C and lows around 6.8°C May is cool with an average temperature of 11.9°C, highs around 15.2°C and lows around 9.2°C June is cool with an average temperature of 14.6°C, highs around 17.7°C and lows around 11.9°C July is mild with an average temperature of 16.2°C, highs around 19.3°C and lows around 13.6°C August is mild with an average temperature of 16.3°C, highs around 19.2°C and lows around 13.8°C September is cool with an average temperature of 14.9°C, highs around 17.6°C and lows around 12.5°C October is cool with an average temperature of 12.6°C, highs around 14.9°C and lows around 10.4°C November is cool with an average temperature of 10.1°C, highs around 11.9°C and lows around 8.0°C December is cool with an average temperature of 9.0°C, highs around 10.8°C and lows around 7.0°C","St Ives is a travel destination in United Kingdom. It is located in the europe region. Charming cobblestone streets wind through art galleries and quaint shops, with the salty sea breeze adding a refreshing touch to your stroll. It is especially associated with culture, nature, beaches, seclusion. This destination has a cool to mild climate with moderate seasonal variation. The annual average temperature is 11.5°C, with monthly averages ranging from 7.4°C to 16.3°C. January is very cold with an average temperature of 7.4°C, highs around 9.4°C and lows around 5.2°C February is very cold with an average temperature of 7.6°C, highs around 9.6°C and lows around 5.4°C March is cool with an average temperature of 8.0°C, highs around 10.5°C and lows around 5.7°C April is cool with an average temperature of 9.6°C, highs around 12.7°C and lows around 6.8°C May is cool with an average temperature of 11.9°C, highs around 15.2°C and lows around 9.2°C June is cool with an average temperature of 14.6°C, highs around 17.7°C and lows around 11.9°C July is mild with an average temperature of 16.2°C, highs around 19.3°C and lows around 13.6°C August is mild with an average temperature of 16.3°C, highs around 19.2°C and lows around 13.8°C September is cool with an average temperature of 14.9°C, highs around 17.6°C and lows around 12.5°C October is cool with an average temperature of 12.6°C, highs around 14.9°C and lows around 10.4°C November is cool with an average temperature of 10.1°C, highs around 11.9°C and lows around 8.0°C December is cool with an average temperature of 9.0°C, highs around 10.8°C and lows around 7.0°C"
248ce3f4-3c86-4ea3-91f2-0d69f703e1e4,Tromsø,Norway,europe,69.6516345,18.9558585,"Snow-draped landscapes and vibrant northern lights create a magical atmosphere, while the crisp Arctic air invigorates your senses and spirit.",4.0,12.9,-2.9,15.8,cold climate,moderate seasonal variation,,"June, July, August, September","January, February, March, April, May, October",Luxury,3,4,5,2,3,3,3,3,4,"adventure, nature, seclusion","This destination has a cold climate with moderate seasonal variation. The annual average temperature is 4.0°C, with monthly averages ranging from -2.9°C to 12.9°C. January is freezing with an average temperature of -2.9°C, highs around -0.9°C and lows around -5.0°C February is freezing with an average temperature of -2.0°C, highs around 0.1°C and lows around -4.2°C March is freezing with an average temperature of -1.6°C, highs around 1.3°C and lows around -4.1°C April is very cold with an average temperature of 1.7°C, highs around 4.5°C and lows around -1.0°C May is very cold with an average temperature of 5.9°C, highs around 9.1°C and lows around 2.9°C June is cool with an average temperature of 9.8°C, highs around 13.1°C and lows around 6.9°C July is cool with an average temperature of 12.9°C, highs around 16.7°C and lows around 9.5°C August is cool with an average temperature of 12.2°C, highs around 15.7°C and lows around 9.2°C September is cool with an average temperature of 8.8°C, highs around 11.9°C and lows around 6.2°C October is very cold with an average temperature of 3.7°C, highs around 5.8°C and lows around 1.7°C November is very cold with an average temperature of 0.9°C, highs around 2.7°C and lows around -1.0°C December is freezing with an average temperature of -1.4°C, highs around 0.6°C and lows around -3.4°C","Tromsø is a travel destination in Norway. It is located in the europe region. Snow-draped landscapes and vibrant northern lights create a magical atmosphere, while the crisp Arctic air invigorates your senses and spirit. It is especially associated with adventure, nature, seclusion. This destination has a cold climate with moderate seasonal variation. The annual average temperature is 4.0°C, with monthly averages ranging from -2.9°C to 12.9°C. January is freezing with an average temperature of -2.9°C, highs around -0.9°C and lows around -5.0°C February is freezing with an average temperature of -2.0°C, highs around 0.1°C and lows around -4.2°C March is freezing with an average temperature of -1.6°C, highs around 1.3°C and lows around -4.1°C April is very cold with an average temperature of 1.7°C, highs around 4.5°C and lows around -1.0°C May is very cold with an average temperature of 5.9°C, highs around 9.1°C and lows around 2.9°C June is cool with an average temperature of 9.8°C, highs around 13.1°C and lows around 6.9°C July is cool with an average temperature of 12.9°C, highs around 16.7°C and lows around 9.5°C August is cool with an average temperature of 12.2°C, highs around 15.7°C and lows around 9.2°C September is cool with an average temperature of 8.8°C, highs around 11.9°C and lows around 6.2°C October is very cold with an average temperature of 3.7°C, highs around 5.8°C and lows around 1.7°C November is very cold with an average temperature of 0.9°C, highs around 2.7°C and lows around -1.0°C December is freezing with an average temperature of -1.4°C, highs around 0.6°C and lows around -3.4°C"
